loopId	chrA	startA	endA	chrB	startB	endB	distance
loopId2302	chr12	92036224	92046224	chr12	92126224	92136224	90000
loopId2303	chr12	91811224	91816224	chr12	92031224	92036224	220000
loopId2304	chr12	91806224	91816224	chr12	92566224	92576224	760000
loopId2305	chr12	91806224	91811224	chr12	92131224	92136224	325000
loopId2306	chr11	13108453	13113453	chr11	13178453	13183453	70000
loopId2307	chr12	92146224	92151224	chr12	92361224	92366224	215000
loopId2308	chr11	13238453	13243453	chr11	13333453	13338453	95000
loopId2309	chr11	13208453	13213453	chr11	13343453	13348453	135000
loopId2310	chr7	43585401	43590401	chr7	43645401	43650401	60000
loopId2311	chr7	42935401	42940401	chr7	43255401	43260401	320000
loopId2312	chr3	42118508	42128508	chr3	42438508	42448508	320000
loopId2313	chr3	42118508	42123508	chr3	42188508	42193508	70000
loopId2314	chr3	40958509	40963509	chr3	41203509	41208509	245000
loopId2315	chr3	40308509	40318509	chr3	41198509	41208509	890000
loopId2316	chr3	42008508	42013508	chr3	42093508	42098508	85000
loopId2317	chr3	41958508	41963508	chr3	42008508	42013508	50000
loopId2318	chr3	39293509	39298509	chr3	39378509	39383509	85000
loopId2319	chr3	39208509	39218509	chr3	39258509	39268509	50000
loopId2320	chr3	40188509	40193509	chr3	40308509	40313509	120000
loopId2321	chr3	39323509	39328509	chr3	39373509	39378509	50000
loopId2322	chr3	101941156	101946156	chr3	102221156	102226156	280000
loopId2323	chr3	101941156	101951156	chr3	102051156	102061156	110000
loopId2324	chr3	101851156	101861156	chr3	102051156	102061156	200000
loopId2325	chr3	101941156	101946156	chr3	101986156	101991156	45000
loopId2326	chr3	101811156	101816156	chr3	101851156	101856156	40000
loopId2327	chr3	101851156	101856156	chr3	101941156	101946156	90000
loopId2328	chr3	101381156	101391156	chr3	101511156	101521156	130000
loopId2329	chr3	101806156	101811156	chr3	102221156	102226156	415000
loopId2330	chr3	102056156	102061156	chr3	102221156	102226156	165000
loopId2331	chr3	10143316	10148316	chr3	10188316	10193316	45000
loopId2332	chr1	22023507	22028507	chr1	22058507	22063507	35000
loopId2333	chr8	6732479	6742479	chr8	8612490	8622490	1880011
loopId2334	chr8	6732479	6742479	chr8	11492491	11502491	4760012
loopId2335	chr8	64752443	64757443	chr8	64917765	64922765	165322
loopId2336	chr8	64747443	64757443	chr8	65037765	65047765	290322
loopId2337	chr8	64862765	64867765	chr8	65042765	65047765	180000
loopId2338	chr8	64862765	64867765	chr8	64962765	64967765	100000
loopId2339	chr8	64627443	64637443	chr8	64687443	64697443	60000
loopId2340	chr8	64577443	64587443	chr8	64627443	64637443	50000
loopId2341	chr8	6707479	6712479	chr8	6742479	6747479	35000
loopId2342	chr8	64632443	64637443	chr8	64862765	64867765	230322
loopId2343	chr5	115304303	115309303	chr5	115574303	115579303	270000
loopId2344	chr5	115544303	115549303	chr5	115589303	115594303	45000
loopId2345	chr5	114359303	114364303	chr5	114434303	114439303	75000
loopId2346	chr5	115094303	115104303	chr5	115244303	115254303	150000
loopId2347	chr5	112924303	112929303	chr5	112959303	112964303	35000
loopId2348	chr5	113374303	113384303	chr5	113504303	113514303	130000
loopId2349	chr5	112004303	112009303	chr5	112144303	112149303	140000
loopId2350	chr5	112104303	112109303	chr5	112139303	112144303	35000
loopId2351	chr5	111754303	111759303	chr5	112144303	112149303	390000
loopId2352	chr5	111854303	111864303	chr5	112144303	112154303	290000
loopId2353	chr9	126942721	126947721	chr9	127197721	127202721	255000
loopId2354	chr9	126717721	126727721	chr9	126767721	126777721	50000
loopId2355	chr9	125702721	125707721	chr9	125747721	125752721	45000
loopId2356	chr9	125647721	125652721	chr9	125747721	125752721	100000
loopId2357	chr9	125557721	125562721	chr9	125627721	125632721	70000
loopId2358	chr9	125407721	125412721	chr9	125627721	125632721	220000
loopId2359	chr9	124867721	124877721	chr9	125137721	125147721	270000
loopId2360	chr9	124767721	124772721	chr9	124857721	124862721	90000
loopId2361	chr9	127587721	127597721	chr9	127777721	127787721	190000
loopId2362	chr9	127217721	127227721	chr9	127417721	127427721	200000
loopId2363	chr17	82782124	82787124	chr17	82862124	82867124	80000
loopId2364	chr17	82447124	82452124	chr17	82552124	82557124	105000
loopId2365	chr17	82352124	82357124	chr17	82397124	82402124	45000
loopId2366	chr17	8121682	8126682	chr17	8156682	8161682	35000
loopId2367	chr17	82292124	82302124	chr17	82342124	82352124	50000
loopId2368	chr17	8116682	8121682	chr17	8221682	8226682	105000
loopId2369	chr17	82242124	82252124	chr17	82292124	82302124	50000
loopId2370	chr17	81291200	81296200	chr17	81482974	81487974	191774
loopId2371	chr17	8221682	8226682	chr17	8296682	8301682	75000
loopId2372	chr17	8186682	8191682	chr17	8221682	8226682	35000
loopId2373	chr12	46266217	46276217	chr12	46366217	46376217	100000
loopId2374	chr12	46386217	46396217	chr12	46656217	46666217	270000
loopId2375	chr1	246251698	246256698	chr1	246326698	246331698	75000
loopId2376	chr11	73288955	73293955	chr11	73333955	73338955	45000
loopId2377	chr11	73348955	73353955	chr11	73383955	73388955	35000
loopId2378	chr1	173220861	173225861	chr1	173410861	173415861	190000
loopId2379	chr1	173220861	173230861	chr1	173330861	173340861	110000
loopId2380	chr1	17058505	17063505	chr1	17118505	17123505	60000
loopId2381	chr1	17138505	17143505	chr1	17228505	17233505	90000
loopId2382	chr1	174770862	174775862	chr1	174995863	175000864	225001
loopId2383	chr11	75268956	75278956	chr11	75378956	75388956	110000
loopId2384	chr11	75338956	75343956	chr11	75378956	75383956	40000
loopId2385	chr1	175170864	175180864	chr1	175310864	175320864	140000
loopId2386	chr1	246496698	246501698	chr1	246696698	246701698	200000
loopId2387	chr19	47076743	47081743	chr19	47111743	47116743	35000
loopId2388	chr19	47031742	47036742	chr19	47111743	47116743	80001
loopId2389	chr19	46866743	46876743	chr19	47106743	47116743	240000
loopId2390	chr19	46861743	46866743	chr19	46911743	46916743	50000
loopId2391	chr19	46856743	46861743	chr19	46986743	46991743	130000
loopId2392	chr19	46786743	46791743	chr19	46836743	46841743	50000
loopId2393	chr19	46746743	46751743	chr19	46836743	46841743	90000
loopId2394	chr19	4719988	4724988	chr19	4789988	4794988	70000
loopId2395	chr19	46616743	46621743	chr19	46656743	46661743	40000
loopId2396	chr19	46076742	46086742	chr19	46186743	46196743	110001
loopId2397	chr6	87830282	87835282	chr6	88235281	88240281	404999
loopId2398	chr6	87830282	87835282	chr6	87925282	87930282	95000
loopId2399	chr6	87700282	87705282	chr6	87920282	87925282	220000
loopId2400	chr1	221836658	221841658	chr1	221936658	221941658	100000
loopId2401	chr6	87150282	87155282	chr6	87235282	87240282	85000
loopId2402	chr6	85640282	85645282	chr6	85675282	85680282	35000
loopId2403	chr6	85620282	85630282	chr6	85670282	85680282	50000
loopId2404	chr6	85350282	85355282	chr6	85480282	85485282	130000
loopId2405	chr12	22537066	22547066	chr12	22627066	22637066	90000
loopId2406	chr1	223141658	223146658	chr1	223186658	223191658	45000
loopId2407	chr6	87925282	87930282	chr6	88235281	88240281	309999
loopId2408	chr6	87920282	87930282	chr6	88650281	88660281	729999
loopId2409	chr4	112283844	112288844	chr4	112318844	112323844	35000
loopId2410	chr4	112628844	112638844	chr4	112928844	112938844	300000
loopId2411	chr4	112633844	112638844	chr4	112758844	112763844	125000
loopId2412	chr4	113393844	113398844	chr4	113758844	113763844	365000
loopId2413	chr4	113543844	113548844	chr4	113623844	113628844	80000
loopId2414	chr4	113543844	113548844	chr4	113758844	113763844	215000
loopId2415	chr4	113948844	113958844	chr4	114018844	114028844	70000
loopId2416	chr4	113948844	113958844	chr4	114378844	114388844	430000
loopId2417	chr4	113958844	113963844	chr4	114068844	114073844	110000
loopId2418	chr4	118278845	118283845	chr4	118333845	118338845	55000
loopId2419	chr1	245636698	245646698	chr1	245976698	245986698	340000
loopId2420	chr20	48823463	48828463	chr20	48903463	48908463	80000
loopId2421	chr20	4759354	4769354	chr20	4949354	4959354	190000
loopId2422	chr20	48738463	48743463	chr20	48823463	48828463	85000
loopId2423	chr20	48733463	48743463	chr20	48783463	48793463	50000
loopId2424	chr20	48653462	48658462	chr20	48903463	48908463	250001
loopId2425	chr20	48653462	48658462	chr20	48823463	48828463	170001
loopId2426	chr20	48481754	48491754	chr20	48613462	48623462	131708
loopId2427	chr20	47901256	47911256	chr20	48481754	48491754	580498
loopId2428	chr20	47841256	47851256	chr20	48481754	48491754	640498
loopId2429	chr20	47501256	47506256	chr20	47616256	47621256	115000
loopId2430	chr8	133567757	133577757	chr8	133677757	133687757	110000
loopId2431	chr12	45541217	45546217	chr12	45726217	45731217	185000
loopId2432	chr8	122077761	122087761	chr8	122557761	122567761	480000
loopId2433	chr8	122082761	122087761	chr8	122472761	122477761	390000
loopId2434	chr8	122472761	122477761	chr8	122557761	122562761	85000
loopId2435	chr8	123157760	123167760	chr8	123227760	123237760	70000
loopId2436	chr8	123157760	123167760	chr8	123297760	123307760	140000
loopId2437	chr8	124602759	124607759	chr8	124637759	124642759	35000
loopId2438	chr8	12752491	12757491	chr8	12842491	12847491	90000
loopId2439	chr8	125117758	125122758	chr8	125427758	125432758	310000
loopId2440	chr8	125117758	125122758	chr8	125642756	125647756	524998
loopId2441	chr8	125117758	125122758	chr8	125697756	125702756	579998
loopId2442	chr6	44167263	44172263	chr6	44257263	44262263	90000
loopId2443	chr6	44012263	44022263	chr6	44072263	44082263	60000
loopId2444	chr14	58638282	58643282	chr14	58793282	58798282	155000
loopId2445	chr14	58748282	58753282	chr14	58793282	58798282	45000
loopId2446	chr6	43722263	43727263	chr6	44072263	44077263	350000
loopId2447	chr6	43662263	43672263	chr6	44072263	44082263	410000
loopId2448	chr6	43662263	43667263	chr6	43772263	43777263	110000
loopId2449	chr6	43382262	43387262	chr6	43502262	43507262	120000
loopId2450	chr8	133567757	133572757	chr8	133882757	133887757	315000
loopId2451	chr16	18923678	18928678	chr16	18968678	18973678	45000
loopId2452	chr10	100345243	100350243	chr10	100430243	100435243	85000
loopId2453	chr14	21001841	21006841	chr14	21101841	21106841	100000
loopId2454	chr16	17406143	17411143	chr16	17466143	17471143	60000
loopId2455	chr17	32777982	32782982	chr17	32872982	32877982	95000
loopId2456	chr17	32782982	32792982	chr17	32902982	32912982	120000
loopId2457	chr17	32487982	32492982	chr17	32752982	32757982	265000
loopId2458	chr17	32522982	32527982	chr17	32567982	32572982	45000
loopId2459	chr17	32522982	32527982	chr17	32607982	32612982	85000
loopId2460	chr17	32567982	32572982	chr17	32602982	32607982	35000
loopId2461	chr17	32247981	32252981	chr17	32317981	32322981	70000
loopId2462	chr17	32487982	32492982	chr17	32522982	32527982	35000
loopId2463	chr17	32487982	32492982	chr17	32557982	32562982	70000
loopId2464	chr17	32487982	32492982	chr17	32607982	32612982	120000
loopId2465	chr15	40897802	40907802	chr15	41007802	41017802	110000
loopId2466	chr15	41767802	41777802	chr15	41907802	41917802	140000
loopId2467	chr15	40552801	40557801	chr15	40587802	40592802	35001
loopId2468	chr15	40857802	40862802	chr15	40892802	40897802	35000
loopId2469	chr15	40102799	40107799	chr15	40162799	40167799	60000
loopId2470	chr15	40517801	40527801	chr15	40567801	40577801	50000
loopId2471	chr15	40042799	40047799	chr15	40162799	40167799	120000
loopId2472	chr15	40062799	40067799	chr15	40097799	40102799	35000
loopId2473	chr15	41772802	41777802	chr15	41812802	41817802	40000
loopId2474	chr15	41987802	41992802	chr15	42052802	42057802	65000
loopId2475	chr6	12294767	12299767	chr6	12329768	12334768	35001
loopId2476	chr6	12289767	12299767	chr6	12499768	12509768	210001
loopId2477	chr6	12354768	12359768	chr6	12429768	12434768	75000
loopId2478	chr6	12349768	12359768	chr6	12499768	12509768	150000
loopId2479	chr6	12139767	12149767	chr6	12599768	12609768	460001
loopId2480	chr6	12009767	12019767	chr6	12599768	12609768	590001
loopId2481	chr6	12289767	12299767	chr6	12349768	12359768	60001
loopId2482	chr6	12289767	12294767	chr6	12604768	12609768	315001
loopId2483	chr6	124868854	124878854	chr6	125108854	125118854	240000
loopId2484	chr6	12354768	12359768	chr6	12599768	12604768	245000
loopId2485	chr16	13056143	13066143	chr16	13546143	13556143	490000
loopId2486	chr16	13436143	13441143	chr16	13551143	13556143	115000
loopId2487	chr9	113442720	113447720	chr9	113577720	113582720	135000
loopId2488	chr16	11296143	11301143	chr16	11351143	11356143	55000
loopId2489	chr16	11906143	11911143	chr16	11976143	11981143	70000
loopId2490	chr16	11956143	11961143	chr16	12056143	12061143	100000
loopId2491	chr16	12026143	12036143	chr16	29338679	29348679	17312536
loopId2492	chr16	12451143	12456143	chr16	12536143	12541143	85000
loopId2493	chr16	12451143	12456143	chr16	12801143	12806143	350000
loopId2494	chr16	12536143	12541143	chr16	13436143	13441143	900000
loopId2495	chr16	12536143	12541143	chr16	13551143	13556143	1015000
loopId2496	chr15	54082803	54087803	chr15	54287802	54292802	204999
loopId2497	chr15	53977803	53982803	chr15	54502802	54507802	524999
loopId2498	chr6	16589769	16594769	chr6	16759769	16764769	170000
loopId2499	chr6	165726512	165736512	chr6	165846512	165856512	120000
loopId2500	chr2	136052430	136057430	chr2	136322430	136327430	270000
loopId2501	chr2	136052430	136057430	chr2	136207430	136212430	155000
loopId2502	chr6	16419769	16424769	chr6	16589769	16594769	170000
loopId2503	chr6	16419769	16424769	chr6	16759769	16764769	340000
loopId2504	chr15	52462803	52467803	chr15	52722803	52727803	260000
loopId2505	chr6	16419769	16424769	chr6	16469769	16474769	50000
loopId2506	chr6	165486512	165496512	chr6	166116512	166126512	630000
loopId2507	chr21	34637701	34647701	chr21	36527702	36537702	1890001
loopId2508	chr21	34017699	34022699	chr21	34077700	34082700	60001
loopId2509	chr21	33982699	33987699	chr21	34017699	34022699	35000
loopId2510	chr12	102166222	102176222	chr12	102476222	102486222	310000
loopId2511	chr12	101926222	101936222	chr12	102736222	102746222	810000
loopId2512	chr12	101916222	101921222	chr12	102481222	102486222	565000
loopId2513	chr12	101776222	101781222	chr12	101826222	101831222	50000
loopId2514	chr12	102881222	102886222	chr12	103546222	103551222	665000
loopId2515	chr12	102876222	102886222	chr12	103176222	103186222	300000
loopId2516	chr12	102876222	102886222	chr12	102936222	102946222	60000
loopId2517	chr12	102296222	102306222	chr12	102476222	102486222	180000
loopId2518	chr12	102946222	102951222	chr12	103181222	103186222	235000
loopId2519	chr12	102896222	102901222	chr12	102941222	102946222	45000
loopId2520	chr6	39442224	39452224	chr6	39602224	39612224	160000
loopId2521	chr8	133497757	133502757	chr8	133677757	133682757	180000
loopId2522	chr12	64796220	64806220	chr12	65116220	65126220	320000
loopId2523	chr1	26168509	26173509	chr1	26223509	26228509	55000
loopId2524	chr1	16003505	16013505	chr1	16053505	16063505	50000
loopId2525	chr11	63482528	63487528	chr11	63627528	63632528	145000
loopId2526	chr11	6298770	6303770	chr11	6348770	6353770	50000
loopId2527	chr1	25893509	25898509	chr1	25998509	26003509	105000
loopId2528	chr1	162620210	162630210	chr1	162790210	162800210	170000
loopId2529	chr11	62787528	62792528	chr11	62837528	62842528	50000
loopId2530	chr11	62422528	62432528	chr11	62552528	62562528	130000
loopId2531	chr1	1688561	1693561	chr1	1743561	1748561	55000
loopId2532	chr12	63151220	63156220	chr12	63301220	63306220	150000
loopId2533	chr12	6195834	6200834	chr12	6275834	6280834	80000
loopId2534	chr15	52327803	52337803	chr15	52727803	52737803	400000
loopId2535	chr15	52327803	52337803	chr15	52547803	52557803	220000
loopId2536	chr2	135912430	135917430	chr2	136372430	136377430	460000
loopId2537	chr2	135912430	135917430	chr2	136132430	136137430	220000
loopId2538	chr2	135912430	135917430	chr2	136052430	136057430	140000
loopId2539	chr6	16589769	16594769	chr6	16634769	16639769	45000
loopId2540	chr15	53977803	53982803	chr15	54287802	54292802	309999
loopId2541	chr6	16509769	16514769	chr6	16759769	16764769	250000
loopId2542	chr9	23840002	23850002	chr9	24040002	24050002	200000
loopId2543	chr3	31243508	31248508	chr3	31533508	31538508	290000
loopId2544	chr3	28798509	28803509	chr3	28838509	28843509	40000
loopId2545	chr3	28008509	28018509	chr3	28318509	28328509	310000
loopId2546	chr3	27933509	27938509	chr3	28008509	28013509	75000
loopId2547	chr3	27923509	27928509	chr3	28133509	28138509	210000
loopId2548	chr3	27918509	27928509	chr3	28328509	28338509	410000
loopId2549	chr3	28148509	28153509	chr3	28213509	28218509	65000
loopId2550	chr3	28118509	28128509	chr3	28318509	28328509	200000
loopId2551	chr3	28033509	28038509	chr3	28213509	28218509	180000
loopId2552	chr3	28033509	28038509	chr3	28078509	28083509	45000
loopId2553	chr8	100562772	100567772	chr8	100827772	100832772	265000
loopId2554	chr8	100442772	100447772	chr8	100497772	100502772	55000
loopId2555	chr8	100157772	100162772	chr8	100532772	100537772	375000
loopId2556	chr7	100362377	100367377	chr7	100407377	100412377	45000
loopId2557	chr8	100307772	100312772	chr8	100442772	100447772	135000
loopId2558	chr8	100307772	100312772	chr8	100382772	100387772	75000
loopId2559	chr7	100132377	100137377	chr7	100217377	100222377	85000
loopId2560	chr7	100122377	100127377	chr7	100342377	100347377	220000
loopId2561	chr7	100217377	100222377	chr7	100342377	100347377	125000
loopId2562	chr7	100182377	100187377	chr7	100217377	100222377	35000
loopId2563	chr8	95132772	95137772	chr8	95242772	95247772	110000
loopId2564	chr8	94947772	94952772	chr8	95022772	95027772	75000
loopId2565	chr8	89997772	90007772	chr8	90567772	90577772	570000
loopId2566	chr8	89727772	89732772	chr8	89762772	89767772	35000
